,cc,dnssec,dnssec_algo,deploy360,ns,authoritative,ip,af,asn4,asn6,region,anycast_provider,anycast_provider_ratio,out_region,out_region_4,out_region_6,anycast,anycast_4,anycast_6
151,KE,True,RSA/SHA-256,True,NS2KE.DNS.BUSINESS,True,2604:2dc0:200:2eb:0:0:0:237,6,16276,16276,arin,pch,"other,other,afrinic,afrinic,pch,pch",58.333333333333336,62.5,50.0,50.0,50.0,50.0
152,KM,False,,False,DNS1.NIC.KM,True,197.255.224.18,4,36939,,afrinic,,,0.0,0.0,0.0,50.0,33.33333333333333,100.0
153,KM,False,,False,DNS2.NIC.KM,True,197.255.224.66,4,36939,,afrinic,,,0.0,0.0,0.0,50.0,33.33333333333333,100.0
154,KM,False,,False,NS-KM.AFRINIC.NET,True,196.216.168.46,4,37177,,afrinic,afrinic,afrinic,0.0,0.0,0.0,50.0,33.33333333333333,100.0
155,KM,False,,False,NS-KM.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:46,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",0.0,0.0,0.0,50.0,33.33333333333333,100.0
156,LR,True,RSA/SHA-256,True,FORK.STH.DNSNODE.NET,True,2a01:3f0:0:306:0:0:0:53,6,,8674,ripencc,dnsnode,dnsnode,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
157,LR,True,RSA/SHA-256,True,FORK.STH.DNSNODE.NET,True,77.72.229.254,4,8674,8674,ripencc,dnsnode,"dnsnode,dnsnode",66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
158,LR,True,RSA/SHA-256,True,NS-LR.AFRINIC.NET,True,196.216.168.61,4,37177,8674,afrinic,afrinic,"dnsnode,dnsnode,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
159,LR,True,RSA/SHA-256,True,NS-LR.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:61,6,37177,37177,afrinic,afrinic,"dnsnode,dnsnode,afrinic,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
160,LR,True,RSA/SHA-256,True,RIP.PSG.COM,True,147.28.0.39,4,3130,37177,ripencc,afrinic,"dnsnode,dnsnode,afrinic,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
161,LR,True,RSA/SHA-256,True,RIP.PSG.COM,True,2001:418:1:0:0:0:0:39,6,3130,3130,arin,afrinic,"dnsnode,dnsnode,afrinic,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666
162,LS,False,,False,LS-NS.ANYCAST.PCH.NET,True,2001:500:14:6028:ad:0:0:1,6,,42,arin,pch,pch,33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
163,LS,False,,False,LS-NS.ANYCAST.PCH.NET,True,204.61.216.28,4,42,42,arin,pch,"pch,pch",33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
164,LS,False,,False,NS-LS.AFRINIC.NET,True,196.216.168.70,4,37177,42,afrinic,afrinic,"pch,pch,afrinic",33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
165,LS,False,,False,NS-LS.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:70,6,37177,37177,afrinic,afrinic,"pch,pch,afrinic,afrinic",33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
166,LS,False,,False,NS1.NIC.LS,True,196.43.249.1,4,37505,37177,afrinic,afrinic,"pch,pch,afrinic,afrinic",33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
167,LS,False,,False,NS2.NIC.LS,True,196.11.175.1,4,37505,37177,afrinic,afrinic,"pch,pch,afrinic,afrinic",33.33333333333333,25.0,50.0,66.66666666666666,50.0,100.0
168,LY,False,,False,DNS.LTTNET.NET,True,62.240.36.9,4,21003,,afrinic,,,50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
169,LY,False,,False,DNS1.LTTNET.NET,True,62.68.42.9,4,21003,,afrinic,,,50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
170,LY,False,,False,NS-LY.AFRINIC.NET,True,196.216.168.24,4,37177,,afrinic,afrinic,afrinic,50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
171,LY,False,,False,NS-LY.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:24,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
172,LY,False,,False,PCH.LTT.LY,True,2001:500:14:6067:ad:0:0:1,6,37177,42,arin,pch,"afrinic,afrinic,pch",50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
173,LY,False,,False,PCH.LTT.LY,True,204.61.216.67,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
174,LY,False,,False,PHLOEM.UOREGON.EDU,True,128.223.32.35,4,3582,42,arin,pch,"afrinic,afrinic,pch,pch",50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
175,LY,False,,False,PHLOEM.UOREGON.EDU,True,2001:468:d01:20:0:0:80df:2023,6,3582,3582,arin,pch,"afrinic,afrinic,pch,pch",50.0,40.0,66.66666666666666,50.0,40.0,66.66666666666666
176,MA,True,RSA/SHA-256,True,A.TLD.MA,True,2001:4288:1800:186:0:0:0:3,6,,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
177,MA,True,RSA/SHA-256,True,A.TLD.MA,True,81.192.171.131,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
178,MA,True,RSA/SHA-256,True,A.TLD.MA,True,81.192.171.83,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
179,MA,True,RSA/SHA-256,True,B.TLD.MA,True,2001:4288:1800:186:0:0:0:4,6,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
180,MA,True,RSA/SHA-256,True,B.TLD.MA,True,81.192.171.132,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
181,MA,True,RSA/SHA-256,True,B.TLD.MA,True,81.192.171.84,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
182,MA,True,RSA/SHA-256,True,C.TLD.MA,True,2001:4288:1800:386:0:0:0:3,6,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
183,MA,True,RSA/SHA-256,True,C.TLD.MA,True,81.192.171.115,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
184,MA,True,RSA/SHA-256,True,C.TLD.MA,True,81.192.171.139,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
185,MA,True,RSA/SHA-256,True,D.TLD.MA,True,2001:4288:1800:386:0:0:0:4,6,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
186,MA,True,RSA/SHA-256,True,D.TLD.MA,True,81.192.171.116,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
187,MA,True,RSA/SHA-256,True,D.TLD.MA,True,81.192.171.140,4,6713,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
188,MA,True,RSA/SHA-256,True,DNS.INRIA.FR,True,193.51.208.13,4,2200,6713,ripencc,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
189,MA,True,RSA/SHA-256,True,E.TLD.MA,True,105.73.80.236,4,36884,6713,afrinic,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
190,MA,True,RSA/SHA-256,True,NS-MA.NIC.FR,True,194.0.9.1,4,24842486,6713,ripencc,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
191,MA,True,RSA/SHA-256,True,NS-MA.NIC.FR,True,2001:678:c:0:0:0:0:1,6,24842486,24842486,ripencc,,,18.75,18.181818181818183,20.0,0.0,0.0,0.0
192,MG,False,,True,CENSVRNS0001.IRD.FR,False,91.203.32.147,4,44850,,ripencc,,,66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
193,MG,False,,True,NS-MG.MALAGASY.COM,False,87.98.132.231,4,16276,,ripencc,,,66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
194,MG,False,,True,NS.DTS.MG,False,196.192.32.2,4,37054,,afrinic,,,66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
195,MG,False,,True,NS.NIC.MG,False,196.192.42.153,4,37054,,afrinic,,,66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
196,MG,False,,True,PCH.NIC.MG,False,2001:500:14:6121:ad:0:0:1,6,37054,42,arin,pch,pch,66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
197,MG,False,,True,PCH.NIC.MG,False,204.61.216.121,4,42,42,arin,pch,"pch,pch",66.66666666666666,60.0,100.0,33.33333333333333,20.0,100.0
198,ML,False,,False,A.NS.ML,True,185.21.168.1,4,61005,,ripencc,freenom,freenom,100.0,100.0,100.0,100.0,100.0,100.0
199,ML,False,,False,A.NS.ML,True,2a04:1b00:0:0:0:0:0:1,6,61005,61005,ripencc,freenom,"freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
200,ML,False,,False,B.NS.ML,True,185.21.169.1,4,61005,61005,ripencc,freenom,"freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
201,ML,False,,False,B.NS.ML,True,2a04:1b00:1:0:0:0:0:1,6,61005,61005,ripencc,freenom,"freenom,freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
202,ML,False,,False,C.NS.ML,True,185.21.170.1,4,61007,61005,ripencc,freenom,"freenom,freenom,freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
203,ML,False,,False,C.NS.ML,True,2a04:1b00:2:0:0:0:0:1,6,61007,61007,ripencc,freenom,"freenom,freenom,freenom,freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
204,ML,False,,False,D.NS.ML,True,185.21.171.1,4,61007,61007,ripencc,freenom,"freenom,freenom,freenom,freenom,freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
205,ML,False,,False,D.NS.ML,True,2a04:1b00:3:0:0:0:0:1,6,61007,61007,ripencc,freenom,"freenom,freenom,freenom,freenom,freenom,freenom,freenom,freenom",100.0,100.0,100.0,100.0,100.0,100.0
206,MR,True,RSA/SHA-256,True,NS-MR.AFRINIC.NET,True,196.216.168.53,4,37177,,afrinic,afrinic,afrinic,44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
207,MR,True,RSA/SHA-256,True,NS-MR.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:53,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
208,MR,True,RSA/SHA-256,True,NS-MR.NIC.FR,True,194.0.9.1,4,24842486,37177,ripencc,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
209,MR,True,RSA/SHA-256,True,NS-MR.NIC.FR,True,2001:678:c:0:0:0:0:1,6,24842486,24842486,ripencc,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
210,MR,True,RSA/SHA-256,True,NS-MR.NIC.TN,True,41.228.63.70,4,37551,24842486,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
211,MR,True,RSA/SHA-256,True,NS1.NIC.MR,True,41.188.65.193,4,29544,24842486,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
212,MR,True,RSA/SHA-256,True,NS2.NIC.MR,True,82.151.64.2,4,29544,24842486,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
213,MR,True,RSA/SHA-256,True,NS3.NIC.MR,True,2001:500:14:6135:ad:0:0:1,6,29544,42,arin,pch,"afrinic,afrinic,pch",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
214,MR,True,RSA/SHA-256,True,NS3.NIC.MR,True,204.61.216.135,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",44.44444444444444,33.33333333333333,66.66666666666666,44.44444444444444,33.33333333333333,66.66666666666666
215,MU,False,,True,ANYCAST1.IRONDNS.NET,True,195.253.64.5,4,8561,,ripencc,irondns,irondns,100.0,100.0,100.0,75.0,75.0,75.0
216,MU,False,,True,ANYCAST1.IRONDNS.NET,True,2a01:5b0:4:0:0:0:0:5,6,8561,8561,ripencc,irondns,"irondns,irondns",100.0,100.0,100.0,75.0,75.0,75.0
217,MU,False,,True,FORK.STH.DNSNODE.NET,True,2a01:3f0:0:306:0:0:0:53,6,8561,8674,ripencc,dnsnode,"irondns,irondns,dnsnode",100.0,100.0,100.0,75.0,75.0,75.0
218,MU,False,,True,FORK.STH.DNSNODE.NET,True,77.72.229.254,4,8674,8674,ripencc,dnsnode,"irondns,irondns,dnsnode,dnsnode",100.0,100.0,100.0,75.0,75.0,75.0
219,MU,False,,True,UDNS1.TLD.MU,True,2001:500:14:6010:ad:0:0:1,6,8674,42,arin,pch,"irondns,irondns,dnsnode,dnsnode,pch",100.0,100.0,100.0,75.0,75.0,75.0
220,MU,False,,True,UDNS1.TLD.MU,True,204.61.216.10,4,42,42,arin,pch,"irondns,irondns,dnsnode,dnsnode,pch,pch",100.0,100.0,100.0,75.0,75.0,75.0
221,MU,False,,True,UDNS2.TLD.MU,True,193.0.9.98,4,197000,42,ripencc,pch,"irondns,irondns,dnsnode,dnsnode,pch,pch",100.0,100.0,100.0,75.0,75.0,75.0
222,MU,False,,True,UDNS2.TLD.MU,True,2001:67c:e0:0:0:0:0:98,6,197000,197000,ripencc,pch,"irondns,irondns,dnsnode,dnsnode,pch,pch",100.0,100.0,100.0,75.0,75.0,75.0
223,MW,False,,False,CHAMBO.SDNP.ORG.MW,True,196.45.188.5,4,36969,,afrinic,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
224,MW,False,,False,CHAMBO.SDNP.ORG.MW,True,41.221.99.135,4,36969,,afrinic,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
225,MW,False,,False,D.EXT.NIC.CZ,True,193.29.206.2,4,20007025192,,ripencc,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
226,MW,False,,False,D.EXT.NIC.CZ,True,2001:678:1:0:0:0:0:2,6,20007025192,20007025192,ripencc,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
227,MW,False,,False,DOMWE.SDN.MW,True,196.45.190.9,4,36969,20007025192,afrinic,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
228,MW,False,,False,DOMWE.SDN.MW,True,41.87.5.162,4,36969,20007025192,afrinic,,,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
229,MW,False,,False,MW.CCTLD.AUTHDNS.RIPE.NET,True,193.0.9.99,4,197000,20007025192,ripencc,ripe,ripe,71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
230,MW,False,,False,MW.CCTLD.AUTHDNS.RIPE.NET,True,2001:67c:e0:0:0:0:0:99,6,197000,197000,ripencc,ripe,"ripe,ripe",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
231,MW,False,,False,NS4.APNIC.NET,True,2001:dd8:12:0:0:0:0:53,6,197000,18366,apnic,ripe,"ripe,ripe",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
232,MW,False,,False,NS4.APNIC.NET,True,202.12.31.53,4,18366,18366,apnic,ripe,"ripe,ripe",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
233,MW,False,,False,PCH1.NIC.MW,True,2001:500:14:6131:ad:0:0:1,6,18366,42,arin,pch,"ripe,ripe,pch",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
234,MW,False,,False,PCH1.NIC.MW,True,204.61.216.131,4,42,42,arin,pch,"ripe,ripe,pch,pch",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
235,MW,False,,False,RIP.PSG.COM,True,147.28.0.39,4,3130,42,ripencc,pch,"ripe,ripe,pch,pch",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
236,MW,False,,False,RIP.PSG.COM,True,2001:418:1:0:0:0:0:39,6,3130,3130,arin,pch,"ripe,ripe,pch,pch",71.42857142857143,55.55555555555556,100.0,28.57142857142857,22.22222222222222,40.0
237,MZ,False,,False,ANYNS.UEM.MZ,True,204.61.216.14,4,42,,arin,pch,pch,37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
238,MZ,False,,False,DZOWO.UEM.MZ,True,196.3.96.66,4,31960,,afrinic,pch,pch,37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
239,MZ,False,,False,NS-MZ.AFRINIC.NET,True,196.216.168.40,4,37177,,afrinic,afrinic,"pch,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
240,MZ,False,,False,NS-MZ.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:40,6,37177,37177,afrinic,afrinic,"pch,afrinic,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
241,MZ,False,,False,OCEANO.UEM.MZ,True,196.3.96.69,4,31960,37177,afrinic,afrinic,"pch,afrinic,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
242,MZ,False,,False,PHLOEM.UOREGON.EDU,True,128.223.32.35,4,3582,37177,arin,afrinic,"pch,afrinic,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
243,MZ,False,,False,PHLOEM.UOREGON.EDU,True,2001:468:d01:20:0:0:80df:2023,6,3582,3582,arin,afrinic,"pch,afrinic,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
244,MZ,False,,False,ZEBRA.UEM.MZ,True,196.3.96.67,4,31960,3582,afrinic,afrinic,"pch,afrinic,afrinic",37.5,33.33333333333333,50.0,37.5,33.33333333333333,50.0
245,NA,True,RSA/SHA-1,True,ANYC2.IRONDNS.NET,True,195.253.64.7,4,8561,,ripencc,irondns,irondns,100.0,100.0,100.0,100.0,100.0,100.0
246,NA,True,RSA/SHA-1,True,ANYC2.IRONDNS.NET,True,2a01:5b0:4:0:0:0:0:7,6,8561,8561,ripencc,irondns,"irondns,irondns",100.0,100.0,100.0,100.0,100.0,100.0
247,NA,True,RSA/SHA-1,True,ETLD-1.ANYCAST.NET,True,2607:f740:45:0:0:0:0:54,6,8561,63911,arin,other,"irondns,irondns,other",100.0,100.0,100.0,100.0,100.0,100.0
248,NA,True,RSA/SHA-1,True,ETLD-1.ANYCAST.NET,True,45.54.45.54,4,63911,63911,arin,other,"irondns,irondns,other,other",100.0,100.0,100.0,100.0,100.0,100.0
249,NA,True,RSA/SHA-1,True,NA-NS.ANYCAST.PCH.NET,True,2001:500:14:6035:ad:0:0:1,6,63911,42,arin,pch,"irondns,irondns,other,other,pch",100.0,100.0,100.0,100.0,100.0,100.0
250,NA,True,RSA/SHA-1,True,NA-NS.ANYCAST.PCH.NET,True,204.61.216.35,4,42,42,arin,pch,"irondns,irondns,other,other,pch,pch",100.0,100.0,100.0,100.0,100.0,100.0
251,NA,True,RSA/SHA-1,True,NA.ANYCASTDNS.CZ,True,185.28.194.194,4,60592,42,ripencc,other,"irondns,irondns,other,other,pch,pch,other",100.0,100.0,100.0,100.0,100.0,100.0
252,NA,True,RSA/SHA-1,True,NA.ANYCASTDNS.CZ,True,185.38.108.108,4,60592,42,ripencc,other,"irondns,irondns,other,other,pch,pch,other,other",100.0,100.0,100.0,100.0,100.0,100.0
253,NE,False,,False,BOW.RAIN.FR,False,194.51.3.49,4,3215,,ripencc,,,50.0,50.0,50.0,66.66666666666666,50.0,100.0
254,NE,False,,False,NE.CCTLD.AUTHDNS.RIPE.NET,True,193.0.9.101,4,197000,,ripencc,ripe,ripe,50.0,50.0,50.0,66.66666666666666,50.0,100.0
255,NE,False,,False,NE.CCTLD.AUTHDNS.RIPE.NET,True,2001:67c:e0:0:0:0:0:101,6,197000,197000,ripencc,ripe,"ripe,ripe",50.0,50.0,50.0,66.66666666666666,50.0,100.0
256,NE,False,,False,NS-NE.AFRINIC.NET,True,196.216.168.45,4,37177,197000,afrinic,afrinic,"ripe,ripe,afrinic",50.0,50.0,50.0,66.66666666666666,50.0,100.0
257,NE,False,,False,NS-NE.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:45,6,37177,37177,afrinic,afrinic,"ripe,ripe,afrinic,afrinic",50.0,50.0,50.0,66.66666666666666,50.0,100.0
258,NE,False,,False,NS.INTNET.NE,True,41.138.54.10,4,37385,37177,afrinic,afrinic,"ripe,ripe,afrinic,afrinic",50.0,50.0,50.0,66.66666666666666,50.0,100.0
259,NG,False,,False,NS1.NIC.NET.NG,True,194.0.1.29,4,42909,,ripencc,other,other,50.0,50.0,50.0,66.66666666666666,75.0,50.0
260,NG,False,,False,NS1.NIC.NET.NG,True,2001:678:4:0:0:0:0:1d,6,42909,42909,ripencc,other,other,50.0,50.0,50.0,66.66666666666666,75.0,50.0
261,NG,False,,False,NS2.NIC.NET.NG,True,204.61.216.40,4,42,42909,arin,pch,"other,pch",50.0,50.0,50.0,66.66666666666666,75.0,50.0
262,NG,False,,False,NS5.NIC.NET.NG,True,196.216.168.41,4,37177,42909,afrinic,afrinic,"other,pch,afrinic",50.0,50.0,50.0,66.66666666666666,75.0,50.0
263,NG,False,,False,NS5.NIC.NET.NG,True,2001:43f8:120:0:0:0:0:41,6,37177,37177,afrinic,afrinic,"other,pch,afrinic,afrinic",50.0,50.0,50.0,66.66666666666666,75.0,50.0
264,NG,False,,False,NSA.NIC.NET.NG,True,41.222.79.3,4,36938,37177,afrinic,afrinic,"other,pch,afrinic,afrinic",50.0,50.0,50.0,66.66666666666666,75.0,50.0
265,RW,False,,False,FORK.STH.DNSNODE.NET,True,2a01:3f0:0:306:0:0:0:53,6,,8674,ripencc,dnsnode,dnsnode,50.0,40.0,66.66666666666666,75.0,60.0,100.0
266,RW,False,,False,FORK.STH.DNSNODE.NET,True,77.72.229.254,4,8674,8674,ripencc,dnsnode,"dnsnode,dnsnode",50.0,40.0,66.66666666666666,75.0,60.0,100.0
267,RW,False,,False,NS-RW.AFRINIC.NET,True,196.216.168.28,4,37177,8674,afrinic,afrinic,"dnsnode,dnsnode,afrinic",50.0,40.0,66.66666666666666,75.0,60.0,100.0
268,RW,False,,False,NS-RW.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:28,6,37177,37177,afrinic,afrinic,"dnsnode,dnsnode,afrinic,afrinic",50.0,40.0,66.66666666666666,75.0,60.0,100.0
269,RW,False,,False,NS1.RICTA.ORG.RW,True,196.49.7.188,4,328014,37177,afrinic,afrinic,"dnsnode,dnsnode,afrinic,afrinic",50.0,40.0,66.66666666666666,75.0,60.0,100.0
270,RW,False,,False,NS3.RICTA.ORG.RW,True,41.138.85.98,4,37124,37177,afrinic,afrinic,"dnsnode,dnsnode,afrinic,afrinic",50.0,40.0,66.66666666666666,75.0,60.0,100.0
271,RW,False,,False,PCH.RICTA.ORG.RW,True,2001:500:14:6091:ad:0:0:1,6,37124,42,arin,pch,"dnsnode,dnsnode,afrinic,afrinic,pch",50.0,40.0,66.66666666666666,75.0,60.0,100.0
272,RW,False,,False,PCH.RICTA.ORG.RW,True,204.61.216.91,4,42,42,arin,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",50.0,40.0,66.66666666666666,75.0,60.0,100.0
273,SC,True,RSASHA1-NSEC3-SHA1,True,A0.CCTLD.AFILIAS-NST.INFO,True,199.254.59.1,4,12041,,arin,,,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
274,SC,True,RSASHA1-NSEC3-SHA1,True,A0.CCTLD.AFILIAS-NST.INFO,True,2001:500:25:0:0:0:0:1,6,12041,12041,arin,,,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
275,SC,True,RSASHA1-NSEC3-SHA1,True,A2.CCTLD.AFILIAS-NST.INFO,True,199.249.116.1,4,20726612041,12041,arin,afilias,afilias,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
276,SC,True,RSASHA1-NSEC3-SHA1,True,A2.CCTLD.AFILIAS-NST.INFO,True,2001:500:44:0:0:0:0:1,6,20726612041,20726612041,arin,afilias,afilias,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
277,SC,True,RSASHA1-NSEC3-SHA1,True,B0.CCTLD.AFILIAS-NST.ORG,True,199.254.60.1,4,12041,20726612041,arin,afilias,afilias,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
278,SC,True,RSASHA1-NSEC3-SHA1,True,B0.CCTLD.AFILIAS-NST.ORG,True,2001:500:26:0:0:0:0:1,6,12041,12041,arin,afilias,afilias,92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
279,SC,True,RSASHA1-NSEC3-SHA1,True,B2.CCTLD.AFILIAS-NST.ORG,True,199.249.124.1,4,20726612041,12041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
280,SC,True,RSASHA1-NSEC3-SHA1,True,B2.CCTLD.AFILIAS-NST.ORG,True,2001:500:4c:0:0:0:0:1,6,20726612041,20726612041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
281,SC,True,RSASHA1-NSEC3-SHA1,True,C0.CCTLD.AFILIAS-NST.INFO,True,199.254.61.1,4,12041,20726612041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
282,SC,True,RSASHA1-NSEC3-SHA1,True,C0.CCTLD.AFILIAS-NST.INFO,True,2001:500:27:0:0:0:0:1,6,12041,12041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
283,SC,True,RSASHA1-NSEC3-SHA1,True,D0.CCTLD.AFILIAS-NST.ORG,True,199.254.62.1,4,12041,12041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
284,SC,True,RSASHA1-NSEC3-SHA1,True,D0.CCTLD.AFILIAS-NST.ORG,True,2001:500:28:0:0:0:0:1,6,12041,12041,arin,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
285,SC,True,RSASHA1-NSEC3-SHA1,True,NS1.NIC.SC,True,41.86.57.54,4,36958,12041,afrinic,afilias,"afilias,afilias",92.3076923076923,85.71428571428571,100.0,15.384615384615385,28.57142857142857,0.0
286,SD,False,,False,ANS1.CANAR.SD,True,196.29.180.14,4,37211,,afrinic,,,44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
287,SD,False,,False,ANS1.SIS.SD,True,196.29.166.134,4,33788,,afrinic,,,44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
