DNSSEC database status for TLDs as of 2020-07-13
TLD,Status,Is Principal,Is Test,Is IDN,Is Country,Is Regional,Map Region
RIO, DS in Root, 0, 0, 0, 0, 0, None
VERSICHERUNG, DS in Root, 0, 0, 0, 0, 0, None
XN--CZR694B, DS in Root, 0, 0, 1, 0, 0, None
XN--4GBRIM, DS in Root, 0, 0, 1, 0, 0, None
DEGREE, DS in Root, 0, 0, 0, 0, 0, None
SPACE, DS in Root, 0, 0, 0, 0, 0, None
WEBSITE, DS in Root, 0, 0, 0, 0, 0, None
ATTORNEY, DS in Root, 0, 0, 0, 0, 0, None
DENTIST, DS in Root, 0, 0, 0, 0, 0, None
HOST, DS in Root, 0, 0, 0, 0, 0, None
LAWYER, DS in Root, 0, 0, 0, 0, 0, None
MARKET, DS in Root, 0, 0, 0, 0, 0, None
PRESS, DS in Root, 0, 0, 0, 0, 0, None
SOFTWARE, DS in Root, 0, 0, 0, 0, 0, None
VET, DS in Root, 0, 0, 0, 0, 0, None
MORTGAGE, DS in Root, 0, 0, 0, 0, 0, None
HIV, DS in Root, 0, 0, 0, 0, 0, None
ARMY, DS in Root, 0, 0, 0, 0, 0, None
ENGINEER, DS in Root, 0, 0, 0, 0, 0, None
GIVES, DS in Root, 0, 0, 0, 0, 0, None
NAVY, DS in Root, 0, 0, 0, 0, 0, None
REHAB, DS in Root, 0, 0, 0, 0, 0, None
REPUBLICAN, DS in Root, 0, 0, 0, 0, 0, None
HAMBURG, DS in Root, 0, 0, 0, 0, 0, None
NHK, DS in Root, 0, 0, 0, 0, 0, None
TIROL, DS in Root, 0, 0, 0, 0, 0, None
GLOBAL, DS in Root, 0, 0, 0, 0, 0, None
ORGANIC, DS in Root, 0, 0, 0, 0, 0, None
SCOT, DS in Root, 0, 0, 0, 0, 0, None
BZH, DS in Root, 0, 0, 0, 0, 0, None
XN--KPUT3I, DS in Root, 0, 0, 1, 0, 0, None
BRUSSELS, DS in Root, 0, 0, 0, 0, 0, None
SURF, DS in Root, 0, 0, 0, 0, 0, None
VLAANDEREN, DS in Root, 0, 0, 0, 0, 0, None
CAPETOWN, DS in Root, 0, 0, 0, 0, 0, None
DURBAN, DS in Root, 0, 0, 0, 0, 0, None
JOBURG, DS in Root, 0, 0, 0, 0, 0, None
GREEN, DS in Root, 0, 0, 0, 0, 0, None
LOTTO, DS in Root, 0, 0, 0, 0, 0, None
OVH, DS in Root, 0, 0, 0, 0, 0, None
PHYSIO, DS in Root, 0, 0, 0, 0, 0, None
BMW, DS in Root, 0, 0, 0, 0, 0, None
MINI, DS in Root, 0, 0, 0, 0, 0, None
ACTIVE, DS in Root, 0, 0, 0, 0, 0, None
DIRECT, DS in Root, 0, 0, 0, 0, 0, None
PLACE, DS in Root, 0, 0, 0, 0, 0, None
SUZUKI, DS in Root, 0, 0, 0, 0, 0, None
CANCERRESEARCH, DS in Root, 0, 0, 0, 0, 0, None
CUISINELLA, DS in Root, 0, 0, 0, 0, 0, None
SCHMIDT, DS in Root, 0, 0, 0, 0, 0, None
CITY, DS in Root, 0, 0, 0, 0, 0, None
DEALS, DS in Root, 0, 0, 0, 0, 0, None
MELBOURNE, DS in Root, 0, 0, 0, 0, 0, None
BIO, DS in Root, 0, 0, 0, 0, 0, None
NRW, DS in Root, 0, 0, 0, 0, 0, None
SCB, DS in Root, 0, 0, 0, 0, 0, None
AUCTION, DS in Root, 0, 0, 0, 0, 0, None
KRD, DS in Root, 0, 0, 0, 0, 0, None
LACAIXA, DS in Root, 0, 0, 0, 0, 0, None
LGBT, DS in Root, 0, 0, 0, 0, 0, None
NGO, DS in Root, 0, 0, 0, 0, 0, None
NRA, DS in Root, 0, 0, 0, 0, 0, None
SPIEGEL, DS in Root, 0, 0, 0, 0, 0, None
WHOSWHO, DS in Root, 0, 0, 0, 0, 0, None
YANDEX, DS in Root, 0, 0, 0, 0, 0, None
PRAXI, DS in Root, 0, 0, 0, 0, 0, None
WILLIAMHILL, DS in Root, 0, 0, 0, 0, 0, None
ONG, DS in Root, 0, 0, 0, 0, 0, None
HEALTHCARE, DS in Root, 0, 0, 0, 0, 0, None
REALTOR, DS in Root, 0, 0, 0, 0, 0, None
TOP, DS in Root, 0, 0, 0, 0, 0, None
TATAR, DS in Root, 0, 0, 0, 0, 0, None
WALES, DS in Root, 0, 0, 0, 0, 0, None
CYMRU, DS in Root, 0, 0, 0, 0, 0, None
GIFTS, DS in Root, 0, 0, 0, 0, 0, None
RESTAURANT, DS in Root, 0, 0, 0, 0, 0, None
SARL, DS in Root, 0, 0, 0, 0, 0, None
BNPPARIBAS, DS in Root, 0, 0, 0, 0, 0, None
SCA, DS in Root, 0, 0, 0, 0, 0, None
XN--1QQW23A, DS in Root, 0, 0, 1, 0, 0, None
XN--XHQ521B, DS in Root, 0, 0, 1, 0, 0, None
CARAVAN, DS in Root, 0, 0, 0, 0, 0, None
CERN, DS in Root, 0, 0, 0, 0, 0, None
CLICK, DS in Root, 0, 0, 0, 0, 0, None
DIET, DS in Root, 0, 0, 0, 0, 0, None
HELP, DS in Root, 0, 0, 0, 0, 0, None
HOSTING, DS in Root, 0, 0, 0, 0, 0, None
PROPERTY, DS in Root, 0, 0, 0, 0, 0, None
HOW, DS in Root, 0, 0, 0, 0, 0, None
LTDA, DS in Root, 0, 0, 0, 0, 0, None
OOO, DS in Root, 0, 0, 0, 0, 0, None
UOL, DS in Root, 0, 0, 0, 0, 0, None
BUSINESS, DS in Root, 0, 0, 0, 0, 0, None
NETWORK, DS in Root, 0, 0, 0, 0, 0, None
XN--VHQUV, DS in Root, 0, 0, 1, 0, 0, None
GBIZ, DS in Root, 0, 0, 0, 0, 0, None
GMAIL, DS in Root, 0, 0, 0, 0, 0, None
IMMO, DS in Root, 0, 0, 0, 0, 0, None
PIZZA, DS in Root, 0, 0, 0, 0, 0, None
OTSUKA, DS in Root, 0, 0, 0, 0, 0, None
ESQ, DS in Root, 0, 0, 0, 0, 0, None
HERE, DS in Root, 0, 0, 0, 0, 0, None
PROD, DS in Root, 0, 0, 0, 0, 0, None
YOUTUBE, DS in Root, 0, 0, 0, 0, 0, None
BOO, DS in Root, 0, 0, 0, 0, 0, None
DAD, DS in Root, 0, 0, 0, 0, 0, None
DAY, DS in Root, 0, 0, 0, 0, 0, None
EAT, DS in Root, 0, 0, 0, 0, 0, None
ING, DS in Root, 0, 0, 0, 0, 0, None
MEME, DS in Root, 0, 0, 0, 0, 0, None
MOV, DS in Root, 0, 0, 0, 0, 0, None
NEW, DS in Root, 0, 0, 0, 0, 0, None
RSVP, DS in Root, 0, 0, 0, 0, 0, None
FRL, DS in Root, 0, 0, 0, 0, 0, None
GMX, DS in Root, 0, 0, 0, 0, 0, None
PHARMACY, DS in Root, 0, 0, 0, 0, 0, None
WME, DS in Root, 0, 0, 0, 0, 0, None
CAL, DS in Root, 0, 0, 0, 0, 0, None
CHANNEL, DS in Root, 0, 0, 0, 0, 0, None
CHROME, DS in Root, 0, 0, 0, 0, 0, None
FLY, DS in Root, 0, 0, 0, 0, 0, None
GLE, DS in Root, 0, 0, 0, 0, 0, None
GOOGLE, DS in Root, 0, 0, 0, 0, 0, None
NEXUS, DS in Root, 0, 0, 0, 0, 0, None
PROF, DS in Root, 0, 0, 0, 0, 0, None
ZIP, DS in Root, 0, 0, 0, 0, 0, None
WORLD, DS in Root, 0, 0, 0, 0, 0, None
BUDAPEST, DS in Root, 0, 0, 0, 0, 0, None
CASA, DS in Root, 0, 0, 0, 0, 0, None
WORK, DS in Root, 0, 0, 0, 0, 0, None
DVAG, DS in Root, 0, 0, 0, 0, 0, None
POHL, DS in Root, 0, 0, 0, 0, 0, None
XN--VERMGENSBERATER-CTB, DS in Root, 0, 0, 1, 0, 0, None
XN--VERMGENSBERATUNG-PWB, DS in Root, 0, 0, 1, 0, 0, None
TUI, DS in Root, 0, 0, 0, 0, 0, None
ALLFINANZ, DS in Root, 0, 0, 0, 0, 0, None
FORSALE, DS in Root, 0, 0, 0, 0, 0, None
IBM, DS in Root, 0, 0, 0, 0, 0, None
ALSACE, DS in Root, 0, 0, 0, 0, 0, None
GENT, DS in Root, 0, 0, 0, 0, 0, None
XN--P1ACF, DS in Root, 0, 0, 1, 0, 0, None
ABOGADO, DS in Root, 0, 0, 0, 0, 0, None
WEDDING, DS in Root, 0, 0, 0, 0, 0, None
YOGA, DS in Root, 0, 0, 0, 0, 0, None
BAND, DS in Root, 0, 0, 0, 0, 0, None
RIP, DS in Root, 0, 0, 0, 0, 0, None
CRS, DS in Root, 0, 0, 0, 0, 0, None
FLSMIDTH, DS in Root, 0, 0, 0, 0, 0, None
POKER, DS in Root, 0, 0, 0, 0, 0, None
EMERCK, DS in Root, 0, 0, 0, 0, 0, None
TAIPEI, DS in Root, 0, 0, 0, 0, 0, None
ENERGY, DS in Root, 0, 0, 0, 0, 0, None
DELIVERY, DS in Root, 0, 0, 0, 0, 0, None
BLOOMBERG, DS in Root, 0, 0, 0, 0, 0, None
SYDNEY, DS in Root, 0, 0, 0, 0, 0, None
ANDROID, DS in Root, 0, 0, 0, 0, 0, None
REIT, DS in Root, 0, 0, 0, 0, 0, None
SCIENCE, DS in Root, 0, 0, 0, 0, 0, None
CRICKET, DS in Root, 0, 0, 0, 0, 0, None
PARTY, DS in Root, 0, 0, 0, 0, 0, None
LDS, DS in Root, 0, 0, 0, 0, 0, None
MORMON, DS in Root, 0, 0, 0, 0, 0, None
FIRMDALE, DS in Root, 0, 0, 0, 0, 0, None
MADRID, DS in Root, 0, 0, 0, 0, 0, None
XN--FLW351E, DS in Root, 0, 0, 1, 0, 0, None
XN--QCKA1PMC, DS in Root, 0, 0, 1, 0, 0, None
COACH, DS in Root, 0, 0, 0, 0, 0, None
LEGAL, DS in Root, 0, 0, 0, 0, 0, None
MEMORIAL, DS in Root, 0, 0, 0, 0, 0, None
MONEY, DS in Root, 0, 0, 0, 0, 0, None
XN--45Q11C, DS in Root, 0, 0, 1, 0, 0, None
EVERBANK, DS in Root, 0, 0, 0, 0, 0, None
AQUARELLE, DS in Root, 0, 0, 0, 0, 0, None
IRISH, DS in Root, 0, 0, 0, 0, 0, None
LATROBE, DS in Root, 0, 0, 0, 0, 0, None
XN--HXT814E, DS in Root, 0, 0, 1, 0, 0, None
ADULT, DS in Root, 0, 0, 0, 0, 0, None
PORN, DS in Root, 0, 0, 0, 0, 0, None
EUROVISION, DS in Root, 0, 0, 0, 0, 0, None
FASHION, DS in Root, 0, 0, 0, 0, 0, None
TRUST, DS in Root, 0, 0, 0, 0, 0, None
SAMSUNG, DS in Root, 0, 0, 0, 0, 0, None
CARTIER, DS in Root, 0, 0, 0, 0, 0, None
XN--CZRS0T, DS in Root, 0, 0, 1, 0, 0, None
SKY, DS in Root, 0, 0, 0, 0, 0, None
DOOSAN, DS in Root, 0, 0, 0, 0, 0, None
GARDEN, DS in Root, 0, 0, 0, 0, 0, None
IWC, DS in Root, 0, 0, 0, 0, 0, None
LIDL, DS in Root, 0, 0, 0, 0, 0, None
SCHWARZ, DS in Root, 0, 0, 0, 0, 0, None
OSAKA, DS in Root, 0, 0, 0, 0, 0, None
SEW, DS in Root, 0, 0, 0, 0, 0, None
DEV, DS in Root, 0, 0, 0, 0, 0, None
DOCS, DS in Root, 0, 0, 0, 0, 0, None
TIRES, DS in Root, 0, 0, 0, 0, 0, None
AMSTERDAM, DS in Root, 0, 0, 0, 0, 0, None
FLOWERS, DS in Root, 0, 0, 0, 0, 0, None
GGEE, DS in Root, 0, 0, 0, 0, 0, None
SALE, DS in Root, 0, 0, 0, 0, 0, None
VIDEO, DS in Root, 0, 0, 0, 0, 0, None
ZUERICH, DS in Root, 0, 0, 0, 0, 0, None
SHRIRAM, DS in Root, 0, 0, 0, 0, 0, None
BANK, DS in Root, 0, 0, 0, 0, 0, None
FIT, DS in Root, 0, 0, 0, 0, 0, None
KDDI, DS in Root, 0, 0, 0, 0, 0, None
LAT, DS in Root, 0, 0, 0, 0, 0, None
LOTTE, DS in Root, 0, 0, 0, 0, 0, None
MARRIOTT, DS in Root, 0, 0, 0, 0, 0, None
ONE, DS in Root, 0, 0, 0, 0, 0, None
JCB, DS in Root, 0, 0, 0, 0, 0, None
BARCLAYCARD, DS in Root, 0, 0, 0, 0, 0, None
HERMES, DS in Root, 0, 0, 0, 0, 0, None
DABUR, DS in Root, 0, 0, 0, 0, 0, None
DESIGN, DS in Root, 0, 0, 0, 0, 0, None
BARCLAYS, DS in Root, 0, 0, 0, 0, 0, None
HANGOUT, DS in Root, 0, 0, 0, 0, 0, None
GOOG, DS in Root, 0, 0, 0, 0, 0, None
TEMASEK, DS in Root, 0, 0, 0, 0, 0, None
IFM, DS in Root, 0, 0, 0, 0, 0, None
XN--B4W605FERD, DS in Root, 0, 0, 1, 0, 0, None
DCLK, DS in Root, 0, 0, 0, 0, 0, None
KYOTO, DS in Root, 0, 0, 0, 0, 0, None
NTT, DS in Root, 0, 0, 0, 0, 0, None
CHAT, DS in Root, 0, 0, 0, 0, 0, None
TOSHIBA, DS in Root, 0, 0, 0, 0, 0, None
STYLE, DS in Root, 0, 0, 0, 0, 0, None
CANON, DS in Root, 0, 0, 0, 0, 0, None
BINGO, DS in Root, 0, 0, 0, 0, 0, None
TENNIS, DS in Root, 0, 0, 0, 0, 0, None
APARTMENTS, DS in Root, 0, 0, 0, 0, 0, None
NICO, DS in Root, 0, 0, 0, 0, 0, None
SAXO, DS in Root, 0, 0, 0, 0, 0, None
CBN, DS in Root, 0, 0, 0, 0, 0, None
GDN, DS in Root, 0, 0, 0, 0, 0, None
CASINO, DS in Root, 0, 0, 0, 0, 0, None
FOOTBALL, DS in Root, 0, 0, 0, 0, 0, None
SCHOOL, DS in Root, 0, 0, 0, 0, 0, None
FANS, DS in Root, 0, 0, 0, 0, 0, None
GOLDPOINT, DS in Root, 0, 0, 0, 0, 0, None
YODOBASHI, DS in Root, 0, 0, 0, 0, 0, None
BOATS, DS in Root, 0, 0, 0, 0, 0, None
COURSES, DS in Root, 0, 0, 0, 0, 0, None
STUDY, DS in Root, 0, 0, 0, 0, 0, None
SUCKS, DS in Root, 0, 0, 0, 0, 0, None
EPSON, DS in Root, 0, 0, 0, 0, 0, None
GOO, DS in Root, 0, 0, 0, 0, 0, None
JAVA, DS in Root, 0, 0, 0, 0, 0, None
MAIF, DS in Root, 0, 0, 0, 0, 0, None
ORACLE, DS in Root, 0, 0, 0, 0, 0, None
LECLERC, DS in Root, 0, 0, 0, 0, 0, None
XN--MXTQ1M, DS in Root, 0, 0, 1, 0, 0, None
DATSUN, DS in Root, 0, 0, 0, 0, 0, None
INFINITI, DS in Root, 0, 0, 0, 0, 0, None
MTPC, DS in Root, 0, 0, 0, 0, 0, None
NISSAN, DS in Root, 0, 0, 0, 0, 0, None
ABBOTT, DS in Root, 0, 0, 0, 0, 0, None
PICTET, DS in Root, 0, 0, 0, 0, 0, None
XIN, DS in Root, 0, 0, 0, 0, 0, None
CHLOE, DS in Root, 0, 0, 0, 0, 0, None
ERNI, DS in Root, 0, 0, 0, 0, 0, None
FOREX, DS in Root, 0, 0, 0, 0, 0, None
MARKETS, DS in Root, 0, 0, 0, 0, 0, None
CFD, DS in Root, 0, 0, 0, 0, 0, None
SPREADBETTING, DS in Root, 0, 0, 0, 0, 0, None
TRADING, DS in Root, 0, 0, 0, 0, 0, None
FAN, DS in Root, 0, 0, 0, 0, 0, None
ONLINE, DS in Root, 0, 0, 0, 0, 0, None
SITE, DS in Root, 0, 0, 0, 0, 0, None
PAGE, DS in Root, 0, 0, 0, 0, 0, None
PIAGET, DS in Root, 0, 0, 0, 0, 0, None
XN--VUQ861B, DS in Root, 0, 0, 1, 0, 0, None
BBC, DS in Root, 0, 0, 0, 0, 0, None
TECH, DS in Root, 0, 0, 0, 0, 0, None
ADS, DS in Root, 0, 0, 0, 0, 0, None
GUGE, DS in Root, 0, 0, 0, 0, 0, None
FILM, DS in Root, 0, 0, 0, 0, 0, None
GOLD, DS in Root, 0, 0, 0, 0, 0, None
GOLF, DS in Root, 0, 0, 0, 0, 0, None
PLUS, DS in Root, 0, 0, 0, 0, 0, None
TOURS, DS in Root, 0, 0, 0, 0, 0, None
ACCOUNTANT, DS in Root, 0, 0, 0, 0, 0, None
DATE, DS in Root, 0, 0, 0, 0, 0, None
DOWNLOAD, DS in Root, 0, 0, 0, 0, 0, None
FAITH, DS in Root, 0, 0, 0, 0, 0, None
LOAN, DS in Root, 0, 0, 0, 0, 0, None
REVIEW, DS in Root, 0, 0, 0, 0, 0, None
WIN, DS in Root, 0, 0, 0, 0, 0, None
DOHA, DS in Root, 0, 0, 0, 0, 0, None
MOVIE, DS in Root, 0, 0, 0, 0, 0, None
MTN, DS in Root, 0, 0, 0, 0, 0, None
PANERAI, DS in Root, 0, 0, 0, 0, 0, None
TICKETS, DS in Root, 0, 0, 0, 0, 0, None
KOMATSU, DS in Root, 0, 0, 0, 0, 0, None
SAP, DS in Root, 0, 0, 0, 0, 0, None
BOND, DS in Root, 0, 0, 0, 0, 0, None
XN--9ET52U, DS in Root, 0, 0, 1, 0, 0, None
AFL, DS in Root, 0, 0, 0, 0, 0, None
REDSTONE, DS in Root, 0, 0, 0, 0, 0, None
XN--30RR7Y, DS in Root, 0, 0, 1, 0, 0, None
LOVE, DS in Root, 0, 0, 0, 0, 0, None
SCHOLARSHIPS, DS in Root, 0, 0, 0, 0, 0, None
XN--NYQY26A, DS in Root, 0, 0, 1, 0, 0, None
CYOU, DS in Root, 0, 0, 0, 0, 0, None
RACING, DS in Root, 0, 0, 0, 0, 0, None
BAUHAUS, DS in Root, 0, 0, 0, 0, 0, None
CAFE, DS in Root, 0, 0, 0, 0, 0, None
EXPRESS, DS in Root, 0, 0, 0, 0, 0, None
XN--KCRX77D1X4A, DS in Root, 0, 0, 1, 0, 0, None
JEWELRY, DS in Root, 0, 0, 0, 0, 0, None
SHOW, DS in Root, 0, 0, 0, 0, 0, None
TEAM, DS in Root, 0, 0, 0, 0, 0, None
SONY, DS in Root, 0, 0, 0, 0, 0, None
XEROX, DS in Root, 0, 0, 0, 0, 0, None
WEIR, DS in Root, 0, 0, 0, 0, 0, None
SEAT, DS in Root, 0, 0, 0, 0, 0, None
SEX, DS in Root, 0, 0, 0, 0, 0, None
ABB, DS in Root, 0, 0, 0, 0, 0, None
BROKER, DS in Root, 0, 0, 0, 0, 0, None
DOG, DS in Root, 0, 0, 0, 0, 0, None
SWISS, DS in Root, 0, 0, 0, 0, 0, None
HONDA, DS in Root, 0, 0, 0, 0, 0, None
RENT, DS in Root, 0, 0, 0, 0, 0, None
BRIDGESTONE, DS in Root, 0, 0, 0, 0, 0, None
HITACHI, DS in Root, 0, 0, 0, 0, 0, None
SENER, DS in Root, 0, 0, 0, 0, 0, None
TORAY, DS in Root, 0, 0, 0, 0, 0, None
AIG, DS in Root, 0, 0, 0, 0, 0, None
CARS, DS in Root, 0, 0, 0, 0, 0, None
LOL, DS in Root, 0, 0, 0, 0, 0, None
CFA, DS in Root, 0, 0, 0, 0, 0, None
NADEX, DS in Root, 0, 0, 0, 0, 0, None
LIAISON, DS in Root, 0, 0, 0, 0, 0, None
ICU, DS in Root, 0, 0, 0, 0, 0, None
THEATER, DS in Root, 0, 0, 0, 0, 0, None
HOCKEY, DS in Root, 0, 0, 0, 0, 0, None
RUN, DS in Root, 0, 0, 0, 0, 0, None
TAXI, DS in Root, 0, 0, 0, 0, 0, None
XN--ESTV75G, DS in Root, 0, 0, 1, 0, 0, None
XN--Y9A3AQ, DS in Root, 0, 0, 1, 0, 0, None
ACCENTURE, DS in Root, 0, 0, 0, 0, 0, None
NEC, DS in Root, 0, 0, 0, 0, 0, None
PHILIPS, DS in Root, 0, 0, 0, 0, 0, None
XN--FJQ720A, DS in Root, 0, 0, 1, 0, 0, None
BROTHER, DS in Root, 0, 0, 0, 0, 0, None
COUPONS, DS in Root, 0, 0, 0, 0, 0, None
SOCCER, DS in Root, 0, 0, 0, 0, 0, None
ICBC, DS in Root, 0, 0, 0, 0, 0, None
EARTH, DS in Root, 0, 0, 0, 0, 0, None
CISCO, DS in Root, 0, 0, 0, 0, 0, None
CORSICA, DS in Root, 0, 0, 0, 0, 0, None
LUPIN, DS in Root, 0, 0, 0, 0, 0, None
MEN, DS in Root, 0, 0, 0, 0, 0, None
FYI, DS in Root, 0, 0, 0, 0, 0, None
MBA, DS in Root, 0, 0, 0, 0, 0, None
JLL, DS in Root, 0, 0, 0, 0, 0, None
THD, DS in Root, 0, 0, 0, 0, 0, None
BBVA, DS in Root, 0, 0, 0, 0, 0, None
SANDVIK, DS in Root, 0, 0, 0, 0, 0, None
SANDVIKCOROMANT, DS in Root, 0, 0, 0, 0, 0, None
WALTER, DS in Root, 0, 0, 0, 0, 0, None
SKI, DS in Root, 0, 0, 0, 0, 0, None
XN--IMR513N, DS in Root, 0, 0, 1, 0, 0, None
BIBLE, DS in Root, 0, 0, 0, 0, 0, None
SNCF, DS in Root, 0, 0, 0, 0, 0, None
HOMEDEPOT, DS in Root, 0, 0, 0, 0, 0, None
XBOX, DS in Root, 0, 0, 0, 0, 0, None
MONTBLANC, DS in Root, 0, 0, 0, 0, 0, None
JLC, DS in Root, 0, 0, 0, 0, 0, None
AZURE, DS in Root, 0, 0, 0, 0, 0, None
BING, DS in Root, 0, 0, 0, 0, 0, None
HOTMAIL, DS in Root, 0, 0, 0, 0, 0, None
MICROSOFT, DS in Root, 0, 0, 0, 0, 0, None
WINDOWS, DS in Root, 0, 0, 0, 0, 0, None
BHARTI, DS in Root, 0, 0, 0, 0, 0, None
LASALLE, DS in Root, 0, 0, 0, 0, 0, None
